Date,Close,Volume,MarketCap,Monthly Return,Monthly Std Dev
2009-01-31 00:00:00-05:00,25.359716415405273,2829542600,242809028521.83618,,0.02327359380069617
2009-02-28 00:00:00-05:00,24.024538040161133,3324074200,230025235561.14456,-0.052649578306524725,0.021150438324099928
2009-03-31 00:00:00-04:00,26.503028869628906,3805123800,253755782884.52768,0.1031649734669009,0.02738206097661292
2009-04-30 00:00:00-04:00,29.964508056640625,2991632100,286898046184.29803,0.13060692813787766,0.01674545216615912
2009-05-31 00:00:00-04:00,30.926027297973633,2734076200,296104204055.6573,0.03208860427528082,0.01569610389626164
2009-06-30 00:00:00-04:00,31.839248657226562,2511948000,304847929239.0704,0.029529216619192722,0.012570385999462828
2009-07-31 00:00:00-04:00,34.526065826416016,2575607800,330573117012.4785,0.0843869526606944,0.01290077583589236
2009-08-31 00:00:00-04:00,35.0336799621582,2248149500,335433317069.3151,0.014702345129453231,0.011332693542168279
2009-09-30 00:00:00-04:00,37.01237106323242,2114774900,354378484125.86694,0.056479681929261005,0.009236707563291603
2009-10-31 00:00:00-04:00,35.882293701171875,2291065900,343558450418.00757,-0.030532422798039804,0.012737560505962616
2009-11-30 00:00:00-05:00,38.159969329833984,1807922400,365366273408.7786,0.06347631084095728,0.010302541181151845
2009-12-31 00:00:00-05:00,40.145355224609375,1524036700,384375540407.46344,0.05202797406923465,0.007587802018307594
2010-01-31 00:00:00-05:00,37.547977447509766,2382152500,359506698641.60474,-0.06469933476905443,0.012931980706432982
2010-02-28 00:00:00-05:00,39.27665710449219,1932176400,376058107232.3721,0.046039221670435726,0.010404498265866622
2010-03-31 00:00:00-04:00,42.30522537231445,1623606900,405055423561.7958,0.07710860574933909,0.005421508271190481
2010-04-30 00:00:00-04:00,43.25393295288086,1701457500,414138914962.6971,0.02242530496450823,0.009228097211259901
2010-05-31 00:00:00-04:00,40.05644226074219,2952228100,383524234737.2441,-0.07392369835182144,0.022538586772721136
2010-06-30 00:00:00-04:00,37.66279602050781,2058088600,360606040042.3226,-0.05975683573326973,0.016793305708585667
2010-07-31 00:00:00-04:00,40.39645767211914,1748673600,386779744789.74365,0.07258254671593733,0.012579108145265815
2010-08-31 00:00:00-04:00,38.32416915893555,1483278100,366938420365.57117,-0.05129876807524758,0.011339793524442957
2010-09-30 00:00:00-04:00,43.37255096435547,1574743200,415274634450.2323,0.13172840837027922,0.009560748937860014
2010-10-31 00:00:00-04:00,46.12143325805664,1538354800,441594070690.02405,0.0633783863891304,0.008614942634133071
2010-11-30 00:00:00-05:00,46.04189682006836,1564994700,440832541462.97437,-0.0017245005709874972,0.010299163241522509
2010-12-31 00:00:00-05:00,48.23215103149414,1006766900,461803339739.29474,0.047570894396147256,0.005700308012915948
2011-01-31 00:00:00-05:00,49.596038818359375,1265608600,474862013705.39526,0.028277565020367046,0.009120566528427144
2011-02-28 00:00:00-05:00,51.16362762451172,1101561900,489871042548.96454,0.031607137253309325,0.009557587110181062
2011-03-31 00:00:00-04:00,50.93428421020508,1729243300,487675172109.6623,-0.004482547953592819,0.011667752983318179
2011-04-30 00:00:00-04:00,52.39766311645508,1032891200,501686433306.9706,0.02873072487306705,0.006856842892988762
2011-05-31 00:00:00-04:00,51.75910186767578,1054622500,495572467601.3602,-0.012186826869741818,0.008411644216375764
2011-06-30 00:00:00-04:00,50.710731506347656,1155628500,485534745380.9913,-0.020254802025126417,0.012331937478559797
2011-07-31 00:00:00-04:00,51.5551643371582,1277418400,493619848224.5112,0.01665195523170171,0.011618600898186799
2011-08-31 00:00:00-04:00,48.94185256958008,2526145600,468598444943.95776,-0.05068962151856804,0.029439653473455955
2011-09-30 00:00:00-04:00,46.74396514892578,1666877800,447554561776.35077,-0.0449081370087,0.016299819809827167
2011-10-31 00:00:00-04:00,51.60626220703125,1616785100,494109089663.18414,0.10401978186091498,0.01743471446929204
2011-11-30 00:00:00-05:00,50.217044830322266,1295070500,480807895118.3014,-0.026919550405254955,0.019442896936026115
2011-12-31 00:00:00-05:00,49.90860366821289,1004361600,477854695733.0579,-0.006142160757399484,0.011792731451887549
2012-01-31 00:00:00-05:00,54.11011505126953,828883900,518082468020.90967,0.08418411003817794,0.006138956309092353
2012-02-29 00:00:00-05:00,57.57860565185547,1018602500,551291862770.0479,0.06410059555962011,0.006283627095993272
2012-03-31 00:00:00-04:00,60.488059997558594,1070054300,579148711468.0746,0.05053012855668837,0.007277886984680713
2012-04-30 00:00:00-04:00,59.78065490722656,1056184900,572375593821.9095,-0.011694954183694817,0.011797807369632117
2012-05-31 00:00:00-04:00,55.57201385498047,1300328800,532079557834.99994,-0.07040138751871272,0.0106422164083459
2012-06-30 00:00:00-04:00,57.584529876708984,973815200,551348584827.1034,0.03621455984986133,0.014973623303784399
2012-07-31 00:00:00-04:00,58.15894317626953,860805100,556848359862.111,0.009975132223713379,0.010453047004393928
2012-08-31 00:00:00-04:00,61.1745719909668,679866200,585721786160.9279,0.051851506406459746,0.006273540642291718
2012-09-30 00:00:00-04:00,61.71806716918945,639521900,590925532688.2501,0.008884331520993882,0.009104129155627274
2012-10-31 00:00:00-04:00,58.45980453491211,863124200,559728985694.6376,-0.052792687517990156,0.008565450887746672
2012-11-30 00:00:00-05:00,59.22487258911133,901783900,567054202899.3677,0.013087078553988718,0.010795961280973206
2012-12-31 00:00:00-05:00,58.948307037353516,815856000,564406199591.8809,-0.004669753427357426,0.009469068794985208
2013-01-31 00:00:00-05:00,60.52315902709961,741836700,579484770480.9323,0.026715813717061776,0.00844681801156333
2013-02-28 00:00:00-05:00,60.7313117980957,656562100,581477749080.6057,0.003439225155165593,0.009416807752994923
2013-03-31 00:00:00-04:00,62.568328857421875,557979300,599066444484.2369,0.03024826905490574,0.005612262195423587
2013-04-30 00:00:00-04:00,64.1558837890625,835537700,614266640904.5149,0.025373139424232916,0.010657820212589429
2013-05-31 00:00:00-04:00,66.4510726928711,680414200,636242146421.9712,0.035775189557904374,0.005899667008440206
2013-06-30 00:00:00-04:00,64.85935974121094,748561600,621002138641.622,-0.023953156618206295,0.010133623594985132
2013-07-31 00:00:00-04:00,68.95459747314453,581695700,660212383699.9113,0.06314027379045384,0.005886901353852592
