Date,Close,Volume,Volatility,Monthly Return,Monthly Std Dev,MarketCap
2000-05-31 00:00:00-04:00,33.036556243896484,25500,,,0.00304529654954617,56298164224.0
2000-06-30 00:00:00-04:00,32.06279373168945,7700,2.709439777859647,-0.029475303207093018,0.007106314986543119,54638758763.49488
2000-07-31 00:00:00-04:00,32.017112731933594,10100,1.2479483986456859,-0.0014247354780787536,0.007083807274813115,54560912985.40634
2000-08-31 00:00:00-04:00,33.927337646484375,3500,1.330702231980211,0.059662622627603135,0.006012862246596591,57816160147.072136
2000-09-30 00:00:00-04:00,34.05794143676758,26600,2.0708971516385986,,,58038724314.45562
2000-10-31 00:00:00-05:00,34.93826675415039,17400,3.425525398362726,0.02584787219207696,0.01190648408505211,59538901842.72686
2000-11-30 00:00:00-05:00,33.61778259277344,85700,2.261466944569216,-0.03779478159774741,0.006593967176740117,57288642051.01128
2000-12-31 00:00:00-05:00,35.33406066894531,166900,2.420534167116044,,,60213381066.57457
2001-01-31 00:00:00-05:00,35.354312896728516,331100,1.559362788338181,0.0005731644594419993,0.009058555674150153,60247893236.584755
2001-02-28 00:00:00-05:00,34.40052795410156,62500,2.3231522213433085,-0.026977895042480382,0.008124287616051822,58622531896.31762
2001-03-31 00:00:00-05:00,33.126041412353516,186600,5.124471151934953,,,56450657440.06688
2001-04-30 00:00:00-04:00,34.80890655517578,180300,4.114909647502293,0.050801878856393756,0.014092650827437903,59318456900.70095
2001-05-31 00:00:00-04:00,35.5765380859375,247000,2.245590096994814,0.022052733243572042,0.007779401389253665,60626591007.152435
2001-06-30 00:00:00-04:00,34.71359634399414,57100,2.3663078989227126,,,59156037129.04816
2001-07-31 00:00:00-04:00,34.78464889526367,37200,1.6564581495584292,0.0020468219589073744,0.00965558366895129,59277119004.84583
2001-08-31 00:00:00-04:00,33.351593017578125,16200,1.8612372582820007,-0.04119793998785115,0.007184292282922093,56835023813.43148
2001-09-30 00:00:00-04:00,30.822969436645508,102500,8.25257662450956,,,52525952838.56787
2001-10-31 00:00:00-05:00,30.757474899291992,556100,1.5760994913841226,-0.0021248613793727333,0.010236766070182774,52414342469.96644
2001-11-30 00:00:00-05:00,32.47813415527344,2452800,2.298369198148304,0.055942799648389,0.008668518134562533,55346547529.46582
2001-12-31 00:00:00-05:00,33.12969970703125,223300,1.7855510474029228,0.020061668217846718,0.008510470323114196,56456891603.00525
2002-01-31 00:00:00-05:00,32.932342529296875,1077200,2.0286534765834374,-0.005957107353209423,0.009923487515156228,56120571838.897644
2002-02-28 00:00:00-05:00,33.09977722167969,39700,2.149277255252871,0.005084202322803488,0.01081539741190304,56405900180.59802
2002-03-31 00:00:00-05:00,34.665184020996094,102800,2.0128021282018302,,,59073536856.00251
2002-04-30 00:00:00-04:00,33.38106918334961,154200,1.9292680864109755,-0.03704335845639006,0.008942098601485652,56885254654.95883
2002-05-31 00:00:00-04:00,33.393062591552734,157400,1.6582414441140152,0.0003592877189537713,0.009888626401002083,56905692828.345924
2002-06-30 00:00:00-04:00,31.459383010864258,308400,3.011803206018197,,,53610476166.339645
2002-07-31 00:00:00-04:00,28.70519256591797,388900,8.117197675321508,-0.08754750352208596,0.025312846860420124,48917012815.34632
2002-08-31 00:00:00-04:00,28.807640075683594,704200,4.481578312978511,,,49091595380.38563
2002-09-30 00:00:00-04:00,25.64453125,1696800,4.833898064059787,-0.10980103949415698,0.0175394487932416,43701287177.19273
2002-10-31 00:00:00-05:00,27.626054763793945,344700,6.119660233588679,0.0772688529369765,0.024567370780364146,47078035509.24381
2002-11-30 00:00:00-05:00,29.389402389526367,528300,3.057202652064857,,,50082986554.52188
